TransactionID;Date;Count;Cost;Delivery;Bad;Paid;Weight;Promo;AutoIssue
7559;2019-Sep-3 9:30:00;78;4884;0;0;3946;5220;1;1
7560;2020-May-21 9:30:00;59;8112;1;0;14925;9936;1;0
7561;2019-Jun-16 2:00:04;84;6831;0;1;6091;5774;1;1
7562;2019-Sep-8 20:30:00;70;6376;1;0;714;6205;1;1
7563;2019-Oct-6 11:45:00;26;5995;1;1;9093;7217;0;0
7564;2019-Aug-4 5:45:00;86;8445;0;1;7384;4338;0;1
7565;2019-Apr-17 15:30:05;73;4088;0;0;4552;7868;1;1
7566;2020-Jun-16 9:45:00;55;5954;0;1;8714;7540;0;1
7567;2020-Mar-3 6:45:00;95;9255;0;1;9529;8080;1;0
7568;2019-Jun-1 5:01:01;5;9818;0;1;9682;7994;0;1
7569;2020-May-19 6:45:00;96;5032;0;0;7187;5124;0;1
7570;2019-Jun-27 5:00:00;76;7901;1;1;9632;6610;1;1
7571;2020-May-24 14:45:00;87;7015;1;1;3003;4488;1;1
7572;2020-May-26 12:30:00;60;6661;0;0;7143;8348;1;0
7573;2020-Feb-28 16:15:00;74;8394;1;0;4534;7686;0;0
7574;2020-Aug-22 10:15:00;35;6905;1;0;3333;7738;0;1
7575;2019-Aug-30 8:00:00;85;4734;1;0;3003;7649;1;1
7576;2020-Jun-15 11:30:00;64;4058;0;1;9409;5907;1;1
7577;2019-Nov-8 12:15:01;47;7107;1;0;5771;5637;1;0
7578;2019-Nov-15 2:30:00;54;6989;0;0;13789;8831;1;0
7579;2020-Feb-13 6:45:00;84;9889;0;0;12613;4770;1;1
7580;2020-Apr-3 15:15:00;17;6207;1;1;4799;6391;0;0
7581;2019-Sep-17 11:00:00;46;7559;0;0;5711;9707;0;0
7582;2019-Dec-10 9:45:00;28;5309;0;1;7813;6043;1;0
7583;2019-Jun-14 20:30:05;33;4773;1;0;1742;6071;1;0
7584;2020-Jul-15 19:45:00;85;7155;1;0;14079;6062;1;1
7585;2020-Apr-2 16:30:00;63;9177;1;1;4718;4115;0;0
7586;2019-Oct-6 9:30:00;16;5797;0;0;6537;4329;0;0
7587;2020-Jan-10 8:15:00;89;5302;0;1;9426;6058;1;0
7588;2020-Jun-25 9:30:00;33;4674;1;0;14269;8674;1;0
7589;2019-Aug-29 14:00:01;39;8027;1;0;11072;7810;1;1
7590;2020-Mar-2 10:00:00;90;4859;0;0;1491;6075;0;0
7591;2019-Sep-23 13:00:01;75;6520;1;0;12989;6784;1;1
7592;2020-Mar-15 14:00:00;47;6148;1;1;13056;9439;1;0
7593;2020-May-17 13:30:01;55;5344;0;0;3757;6840;0;0
7594;2019-Sep-7 9:45:00;76;6119;1;1;2668;4362;0;1
7595;2020-Aug-23 15:45:00;28;5645;0;1;137;9230;0;0
7596;2020-May-28 10:00:00;18;6509;1;1;11706;5784;0;0
7597;2020-Mar-22 9:30:00;88;4783;1;0;13656;7476;0;0
7598;2019-Nov-8 7:15:02;81;4579;1;1;14614;4048;0;1
7599;2019-Nov-1 7:00:00;2;6569;0;1;897;9412;1;1
7600;2019-Aug-9 21:30:00;53;7308;0;1;1802;7697;0;0
7601;2020-Jul-24 8:45:00;26;8755;1;0;9628;9861;0;1
7602;2019-Jul-1 6:00:01;87;8557;0;0;7841;8389;1;1
7603;2019-Jul-21 14:15:00;23;9005;0;0;1044;6045;0;1
7604;2020-Feb-7 9:30:00;43;6951;0;0;10685;7264;1;0
7605;2020-Jun-30 19:00:00;78;6718;1;1;8966;4778;0;0
7606;2020-Mar-20 11:45:00;99;8318;0;1;8008;4950;0;1
7607;2019-Dec-29 10:30:00;94;5063;0;1;3947;6479;1;0
7608;2020-Aug-25 16:00:00;9;5355;0;1;5402;6107;0;0
7609;2020-Mar-26 17:45:00;69;7130;0;0;13496;6702;1;0
7610;2019-Nov-6 16:15:01;18;9085;1;1;11060;7188;1;1
7611;2019-Nov-19 0:30:00;45;5858;1;1;3980;6527;1;0
7612;2019-Aug-2 11:15:00;7;6079;1;1;7293;6752;1;0
7613;2019-Oct-29 9:45:00;20;4708;1;0;9397;8958;1;1
7614;2020-May-15 5:45:00;59;9766;1;0;3848;6688;1;0
7615;2019-Jul-1 19:15:00;23;8713;1;0;536;8462;0;1
7616;2020-Jul-22 11:45:00;8;7963;1;0;12146;9560;0;0
7617;2019-Dec-5 14:45:00;80;6523;1;0;9534;5886;0;1
7618;2020-Jun-13 13:15:00;67;6023;1;0;14574;9340;0;1
7619;2019-Dec-16 15:30:00;57;6463;1;0;1664;9288;1;1
7620;2020-Mar-30 17:45:00;76;4375;1;1;5427;9818;1;0
7621;2019-Jun-23 14:45:00;42;8707;0;0;3364;8058;1;1
7622;2020-Apr-9 16:45:00;38;7054;0;0;13764;4617;0;0
7623;2020-Aug-2 18:15:00;78;9716;1;0;4711;6149;1;0
7624;2020-Feb-29 9:15:00;63;7422;0;1;10479;4414;1;1
7625;2019-Oct-4 11:00:00;74;9260;1;0;2381;9817;1;0
7626;2019-Jun-3 15:15:05;67;9699;1;1;3254;8390;0;1
7627;2020-Jan-5 19:00:00;63;5119;1;1;1333;8751;0;0
7628;2019-Nov-28 7:30:02;15;9546;1;0;5516;8441;0;1
7629;2020-Mar-12 4:30:00;62;5988;0;0;10493;7533;0;0
7630;2019-Nov-18 8:00:01;12;4213;1;1;3212;9925;0;0
7631;2019-Jun-23 6:30:00;46;5700;0;0;12483;9521;1;1
7632;2020-Feb-4 5:15:00;20;5811;0;0;6196;9243;1;1
7633;2020-Aug-25 14:00:00;26;7290;1;0;2081;4102;0;0
7634;2019-Jun-22 10:46:03;73;4985;0;1;743;7701;1;0
7635;2020-Apr-8 13:45:00;56;9571;0;0;9137;7608;0;1
7636;2019-Sep-27 14:30:00;27;9480;0;0;1157;4712;0;1
7637;2020-Jun-14 2:30:00;66;8440;0;0;5487;8623;1;0
7638;2019-Aug-15 16:30:01;42;8944;0;1;10140;5681;1;1
7639;2020-May-13 13:45:00;54;9083;1;0;8616;7299;1;1
7640;2019-Sep-7 6:45:00;89;7788;1;0;8190;9485;1;0
7641;2020-Feb-13 11:15:00;81;6798;1;1;14212;7752;1;1
7642;2020-Jun-2 11:45:00;87;5003;1;1;2362;8074;0;0
7643;2020-May-2 9:15:00;48;5861;0;0;1429;9982;0;1
7644;2019-Apr-14 8:01:02;41;8779;0;0;1158;7100;0;0
7645;2020-Apr-14 3:45:00;3;7754;1;1;10569;5553;0;0
7646;2020-Jan-7 22:45:00;96;8394;1;1;6099;7569;0;1
7647;2020-Apr-26 16:00:00;15;4855;0;1;14780;4357;1;1
7648;2019-Oct-13 13:00:00;100;8546;1;1;7264;7566;1;0
7649;2019-Oct-10 7:30:00;41;9484;1;1;2944;6366;0;1
7650;2019-Aug-9 15:45:00;4;6879;0;0;343;7422;1;0
7651;2019-Nov-28 7:31:00;94;8202;0;0;12720;6441;0;0
7652;2019-Apr-22 8:20:05;48;4815;1;0;13789;8929;1;1
7653;2019-Nov-29 7:17:03;38;8487;1;1;2157;6729;1;0
7654;2020-Feb-18 9:15:00;58;9944;0;1;13151;5026;1;0
7655;2019-Aug-28 4:15:00;33;9927;0;1;10125;6815;1;0
7656;2020-Jul-27 17:00:00;12;7503;1;1;6311;9436;1;0
7657;2019-Aug-21 10:30:01;5;4849;0;0;513;7430;1;1
7658;2020-Aug-13 9:15:00;55;9594;1;1;13700;7156;1;1
7659;2019-Oct-26 11:45:00;47;9967;0;1;3935;6707;1;0
7660;2019-Jul-2 16:45:00;59;6546;1;0;14112;7289;1;1
7661;2020-Jan-4 17:15:00;58;8090;0;1;5165;8990;0;0
7662;2020-Jan-12 6:45:00;56;8501;0;0;2227;9837;1;1
7663;2019-Jul-14 12:15:00;68;4200;0;1;4919;5459;1;1
7664;2020-Mar-13 9:30:00;42;8062;1;1;1407;7758;1;0
7665;2019-Dec-26 9:15:00;69;4020;0;1;7607;9040;0;1
7666;2019-Jul-15 2:15:00;73;5295;1;0;13771;7751;0;0
7667;2020-Feb-19 5:45:00;48;6631;0;1;10731;5096;1;1
7668;2020-Feb-28 16:45:00;96;5502;0;0;1756;9014;0;0
7669;2020-Feb-21 9:30:00;15;8830;0;1;12742;9000;0;1
7670;2019-Apr-11 10:36:05;33;9692;1;0;13072;8922;1;1
7671;2020-May-29 10:00:00;99;6197;0;1;11805;6307;1;0
7672;2020-Mar-10 20:45:00;30;9077;0;0;517;6579;0;0
7673;2020-Jan-7 12:45:00;39;5312;1;1;14654;8679;1;0
7674;2020-Jan-28 6:15:00;11;7842;1;0;798;5166;1;0
7675;2019-May-30 8:15:01;5;8807;1;0;5086;9906;1;1
7676;2020-Jul-15 17:15:00;40;5951;0;1;9348;6804;0;1
7677;2019-Oct-8 15:45:00;17;4897;1;1;1779;6345;0;1
7678;2019-Jul-8 11:15:00;7;7700;1;0;1853;9372;1;1
7679;2019-Nov-30 10:00:00;28;7175;1;0;1800;9611;1;1
7680;2019-Oct-28 17:00:01;65;9973;0;0;6576;6509;1;1
7681;2020-Aug-16 16:45:00;45;8139;0;0;1453;7180;1;0
7682;2020-Feb-11 10:00:00;98;7603;0;1;12440;4709;0;0
7683;2020-Feb-18 18:30:00;23;5555;0;0;1490;8682;0;0
7684;2019-Dec-12 7:45:02;62;4444;1;0;1614;9113;0;0
7685;2020-Feb-26 15:15:00;32;5341;1;0;8990;8443;1;0
7686;2020-Mar-22 8:30:01;5;7511;1;1;3945;5583;1;1
7687;2020-Jan-15 6:00:00;44;7171;1;1;9599;9434;1;0
7688;2020-Jan-29 8:15:00;99;9157;1;0;13856;4218;1;0
7689;2020-Apr-16 8:00:00;11;9231;1;0;7926;6838;1;1
7690;2020-Jul-1 10:15:00;29;5730;1;0;2455;8493;1;1
7691;2020-Jun-5 8:45:00;65;9704;0;1;14652;7227;0;1
7692;2020-Aug-20 18:00:00;24;7934;0;1;8170;9491;0;1
7693;2020-Mar-17 16:15:00;37;5796;0;0;7315;9347;1;0
7694;2020-Feb-16 10:00:00;91;4299;1;0;6212;7931;0;0
7695;2019-May-30 13:01:00;58;6362;0;1;6513;7639;1;1
7696;2019-Nov-22 14:00:00;92;6844;0;0;208;8965;0;1
7697;2020-May-8 15:15:00;7;5887;0;1;3184;5266;1;1
7698;2019-Jun-7 9:47:01;10;9191;1;0;355;7891;1;0
7699;2020-Jun-15 11:00:00;85;8791;1;1;12365;8012;1;1
7700;2019-Apr-21 8:52:01;5;5807;0;1;10384;7432;1;0
7701;2019-Jul-18 9:45:00;91;8914;0;0;552;8040;0;0
7702;2019-Nov-2 6:00:01;32;5763;0;1;2577;6534;0;1
7703;2019-Oct-15 12:30:00;52;4631;0;1;11016;6370;1;0
7704;2020-Jun-5 16:00:00;91;5339;1;0;2349;6432;1;1
7705;2019-Dec-4 9:18:02;34;9013;1;0;4951;4703;1;1
7706;2019-Oct-4 7:45:00;22;9666;0;1;9762;8903;0;1
7707;2019-Oct-1 11:00:00;25;4324;0;1;13134;9259;1;0
7708;2019-Aug-7 13:15:01;47;7215;0;0;13333;6377;1;0
7709;2020-Feb-27 11:45:00;53;5746;1;1;4376;9394;1;0
7710;2020-Jan-25 3:45:00;93;4066;0;1;6671;9720;0;1
7711;2019-May-8 12:17:01;14;8488;0;0;2181;6472;1;0
7712;2019-Oct-27 13:00:00;23;4556;0;1;5208;6875;0;1
7713;2020-Aug-13 7:00:00;62;5062;0;1;994;5704;1;0
7714;2019-Sep-23 14:00:01;74;6590;0;1;12159;6677;1;0
7715;2019-Dec-31 10:15:00;22;6622;1;0;6413;4301;0;1
7716;2020-Mar-25 0:30:01;29;6338;1;1;11456;5871;0;1
7717;2019-Dec-19 11:00:01;12;7124;0;1;1032;7784;1;0
7718;2020-Mar-26 7:45:00;96;9495;1;0;8335;8604;0;0
7719;2020-Jun-3 14:15:00;1;9660;1;0;13698;7238;0;0
7720;2020-Jul-19 14:30:00;73;9602;0;0;5849;4969;1;1
7721;2020-Jan-24 21:00:00;31;5756;1;0;5624;5619;0;1
7722;2019-Jul-5 6:45:01;97;8210;0;1;8014;5696;0;1
7723;2019-Nov-11 7:15:03;55;9310;0;1;10160;9075;0;0
7724;2019-Jul-6 16:45:00;87;8689;0;1;5684;9803;1;0
7725;2019-Apr-2 8:48:04;62;4707;0;1;10999;9448;0;1
7726;2019-Nov-24 22:15:00;9;4428;0;1;10277;6281;0;1
7727;2020-Aug-10 3:30:00;7;6929;0;1;4606;5408;1;0
7728;2020-Mar-4 16:30:00;90;9572;1;1;416;7755;1;0
7729;2019-Dec-15 8:00:00;35;8273;1;0;11847;8461;1;0
7730;2020-Jun-3 13:00:00;49;5972;0;0;12154;9924;1;1
7731;2019-Aug-8 10:45:00;94;6312;0;1;6341;6016;0;0
7732;2020-Jun-7 6:30:00;20;6981;1;1;207;8595;1;1
7733;2020-Apr-5 9:30:00;79;9230;1;0;11854;7491;0;0
7734;2019-Oct-28 14:30:01;48;7500;0;0;8268;8175;0;1
7735;2019-Sep-16 17:00:00;64;8499;1;0;5310;7129;1;0
7736;2019-Nov-24 8:00:00;13;6094;1;0;12451;6007;0;0
7737;2020-Apr-8 12:15:00;83;9252;0;1;5345;6054;0;1
7738;2019-Oct-31 0:30:00;29;5121;0;0;4734;4415;0;1
7739;2019-Dec-4 9:19:02;2;4094;1;1;3188;8110;1;1
7740;2020-Aug-30 21:15:00;16;4820;0;0;10295;4173;0;0
7741;2019-Aug-18 9:15:00;14;6344;0;0;13919;5566;0;1
7742;2020-Feb-18 8:45:00;82;7151;0;1;5146;7968;0;0
7743;2019-Jun-24 6:45:00;85;9469;1;0;2814;5819;1;1
7744;2020-Mar-10 10:45:00;8;4022;0;1;3765;9203;1;0
7745;2020-Apr-26 9:15:00;57;7504;1;0;12671;4841;1;0
7746;2020-Jul-30 11:00:00;29;8927;1;0;4822;6009;0;1
7747;2019-Apr-29 14:26:02;18;7059;1;0;10278;6713;1;1
7748;2020-Jun-24 9:00:00;12;5942;0;0;3274;8963;1;0
7749;2019-Aug-22 22:15:00;92;5115;1;1;2090;9703;1;1
7750;2019-Dec-17 5:30:00;90;5790;1;1;5095;8781;0;1
7751;2020-Jul-18 16:00:00;52;9364;1;0;2071;5868;1;0
7752;2020-Aug-18 23:00:00;27;5934;1;1;10501;5962;1;1
7753;2020-Mar-6 5:42:02;66;7899;0;0;9219;7092;0;1
7754;2020-Jan-3 10:30:00;4;4728;0;0;7990;4912;1;0
7755;2019-Jun-24 21:00:00;69;5797;0;0;3057;4810;0;0
7756;2019-Nov-14 13:00:01;76;5802;1;1;11920;6886;1;1
7757;2020-Mar-11 16:45:00;93;4183;0;0;6321;5580;1;0
7758;2020-Aug-22 10:45:00;18;7973;1;1;13604;4482;0;1
7759;2020-Mar-8 22:30:00;54;7779;1;0;333;9665;1;0
7760;2019-Oct-26 11:45:00;80;4889;1;1;12085;9891;1;0
7761;2020-Aug-15 23:30:00;64;8613;1;1;13100;6218;1;0
7762;2020-May-18 11:15:00;5;8013;0;1;6737;8141;1;0
7763;2019-Nov-3 7:30:00;10;7707;0;0;2971;7573;1;1
7764;2020-Jan-23 20:30:00;11;8655;1;1;6640;8539;1;0
7765;2019-Apr-8 16:01:02;49;5508;0;1;32;4109;0;0
7766;2019-May-5 16:32:02;51;8172;0;0;3133;7028;0;1
7767;2019-Jul-23 19:30:00;75;7125;0;1;14327;4100;1;1
7768;2019-Aug-29 14:15:00;15;8300;1;0;6820;4811;0;0
7769;2019-Nov-14 9:00:00;57;8314;0;1;9367;5102;1;1
7770;2020-Mar-21 9:45:00;85;8357;1;0;1451;6278;0;0
7771;2019-Nov-4 6:30:00;56;8097;0;0;455;8333;1;1
7772;2019-Oct-1 8:30:00;7;5949;0;1;5566;5090;0;1
7773;2020-Jul-27 18:15:00;45;9765;1;0;2712;4669;0;0
7774;2019-Apr-23 11:11:02;48;4559;0;0;3048;8679;0;0
7775;2020-Jan-10 13:15:00;22;5931;0;1;9187;6087;1;1
7776;2020-Jul-29 12:15:00;61;6474;1;1;11300;4893;0;1
7777;2019-Nov-27 10:15:00;11;6874;0;0;2829;5189;0;1
7778;2020-May-30 16:30:00;92;9128;0;1;5305;8277;1;0
7779;2019-Apr-23 8:46:04;73;7088;1;1;12217;7244;1;0
7780;2020-Jul-25 19:00:00;60;5972;0;0;3657;7073;1;0
7781;2019-Nov-29 7:17:04;58;6281;1;1;6942;4881;1;0
7782;2020-Mar-29 15:15:00;30;5418;0;0;2361;7857;1;0
7783;2019-Jul-23 7:15:00;56;4784;0;1;10900;4735;1;1
7784;2019-Nov-29 10:00:00;86;8773;1;1;2487;7368;0;1
7785;2020-Aug-31 9:30:01;2;5511;0;0;10233;8593;1;0
7786;2020-Jun-8 5:45:00;53;7932;0;1;8258;9311;1;1
7787;2019-Nov-28 12:15:00;92;8449;1;0;14486;4573;0;0
7788;2019-Dec-10 6:30:00;97;7114;0;0;928;4925;0;1
7789;2019-May-13 17:02:00;31;6896;1;1;519;6048;0;1
7790;2020-May-7 15:30:00;74;6224;1;0;253;5477;1;0
7791;2020-Mar-23 13:15:00;79;4776;1;0;6038;7327;0;0
7792;2019-Nov-24 7:30:00;49;6890;0;1;13329;9213;1;1
7793;2020-Feb-19 13:45:00;79;6170;1;0;6691;7247;0;0
7794;2019-Oct-28 11:30:01;68;9461;1;0;808;6829;1;1
7795;2019-Apr-29 11:41:02;23;5428;0;1;1215;4717;0;0
7796;2019-Nov-13 16:30:01;35;5620;1;1;866;9350;1;1
7797;2019-Apr-10 9:04:03;86;6867;0;0;14698;7667;0;1
7798;2020-Jun-11 3:45:00;57;8100;1;1;8159;4233;1;1
7799;2020-Jun-25 14:30:00;47;4982;1;1;7535;6402;1;1
7800;2020-Feb-5 19:15:00;2;8172;1;0;13661;7236;0;0
7801;2019-Jul-8 7:45:00;11;9386;0;0;3854;6141;0;1
7802;2020-Jan-9 3:30:00;73;9218;0;1;3170;7671;1;1
7803;2019-Nov-2 8:00:00;36;7388;1;1;12293;9464;0;0
7804;2020-Feb-24 11:15:00;12;7355;1;1;12106;5376;1;1
7805;2019-Dec-18 12:45:00;40;9506;0;1;9352;5244;1;1
7806;2020-Apr-19 1:30:00;60;5247;0;1;14643;6761;0;0
7807;2020-Feb-20 18:30:00;40;9190;1;0;13758;9701;0;1
7808;2019-Nov-4 7:30:01;33;5125;1;1;3095;9121;0;1
7809;2019-Jul-27 16:30:00;36;6073;0;0;11237;9437;1;0
7810;2019-Nov-16 21:15:00;18;6419;0;1;12158;9267;0;1
7811;2020-May-12 20:15:00;18;5396;1;0;6868;4893;1;0
7812;2020-Jan-17 10:15:00;51;6931;0;0;5347;9127;1;1
7813;2019-Jun-1 15:31:00;76;4075;1;0;12102;4157;0;0
7814;2019-May-28 16:01:02;50;6528;0;0;12645;4286;1;1
7815;2019-Oct-10 10:30:01;96;6480;0;0;1830;8379;0;0
7816;2020-Mar-24 12:45:00;4;8750;1;1;1575;4450;0;1
7817;2019-Jun-14 16:01:00;56;6095;1;1;10743;4900;0;0
7818;2020-May-11 9:00:00;90;6627;1;0;10667;5399;0;0
7819;2019-Jul-28 11:00:00;78;4506;0;1;7241;8626;0;1
7820;2020-Apr-4 16:45:00;2;6245;1;0;11118;9869;1;1
7821;2020-May-23 7:15:00;16;5032;1;1;5918;6163;1;0
7822;2019-Aug-26 7:00:01;37;9568;1;1;6629;9524;0;1
7823;2020-May-15 13:00:00;28;9502;0;0;5583;8927;0;1
7824;2019-Apr-22 14:02:02;75;9928;1;0;1474;9002;0;0
7825;2019-Dec-10 7:45:00;54;9373;0;0;9552;6562;0;1
7826;2019-May-7 16:46:05;47;4540;0;0;13369;9168;1;0
7827;2020-Mar-12 17:00:00;22;7084;0;0;4522;4048;0;0
7828;2019-Jul-11 18:00:00;59;8345;0;0;12330;5603;0;0
7829;2020-Jan-15 8:45:00;45;6265;0;1;11769;6415;0;0
7830;2020-Feb-8 15:00:00;77;4698;1;1;13761;4121;1;0
7831;2019-Dec-24 9:15:00;15;4293;1;1;3760;6191;1;1
7832;2019-Jul-13 10:15:00;12;4949;0;1;6924;6760;1;0
7833;2020-Jun-21 15:30:00;1;8218;1;1;3547;7492;0;0
7834;2019-Jul-9 10:45:00;6;9409;0;0;9583;6520;1;0
7835;2020-Mar-22 5:30:00;65;9458;1;0;2763;4363;0;1
7836;2019-Sep-15 9:00:01;34;6934;0;1;4107;5764;0;1
7837;2019-Sep-3 19:45:00;14;6745;0;0;9427;8380;1;1
7838;2019-Jul-30 19:00:00;76;5055;0;1;6097;7947;0;1
7839;2019-Oct-10 5:15:00;23;6718;0;1;14266;7490;0;0
7840;2019-Oct-30 10:15:00;34;5043;1;1;1459;7879;1;0
7841;2020-Feb-23 8:15:00;3;8269;1;0;7751;9384;1;1
7842;2020-Jul-8 11:45:00;78;4307;0;1;10539;8806;0;1
7843;2019-Oct-1 5:00:00;86;7744;1;0;1830;8127;0;0
7844;2020-Jun-18 15:45:00;88;8220;1;0;12038;9785;0;1
7845;2020-Jul-30 12:00:00;32;6911;0;1;11202;7943;1;1
7846;2020-May-16 15:15:00;91;6543;1;0;12652;6609;1;1
7847;2019-Aug-12 14:30:00;99;8243;1;1;564;8619;0;0
7848;2019-Nov-5 10:00:01;7;6912;0;1;7457;9267;1;0
7849;2019-Oct-10 18:15:00;88;7080;0;1;9444;7365;0;0
7850;2019-Oct-29 13:30:01;12;9140;0;1;4107;7380;1;0
7851;2020-Jun-28 19:15:00;1;6429;0;1;12836;6863;1;0
7852;2019-Apr-12 9:01:01;57;9456;0;0;6364;5532;0;0
7853;2020-May-8 19:00:00;95;6968;0;1;4761;6626;0;1
7854;2020-Apr-3 14:15:00;1;5849;1;1;7582;4721;1;1
7855;2019-May-14 17:30:01;66;9525;0;1;13148;4665;0;0
7856;2020-May-12 13:15:00;32;7375;1;1;2583;6656;0;1
7857;2019-May-2 14:47:01;1;5240;0;1;14012;9938;1;0
7858;2019-May-25 12:01:02;46;4308;1;1;5114;9887;0;0
7859;2020-Feb-28 7:00:00;89;5618;0;0;14141;7863;0;0
7860;2020-Jul-30 15:00:00;75;8127;1;1;2862;5436;0;1
7861;2019-Sep-21 15:45:00;29;8785;1;0;14475;9702;0;1
7862;2020-Jan-31 9:30:00;1;4820;0;0;13369;6164;0;0
7863;2019-Apr-20 10:17:01;9;7156;0;0;8550;5591;0;0
7864;2019-Oct-28 16:30:01;56;5667;1;1;9648;9437;1;1
7865;2020-Aug-27 9:00:00;58;4408;1;1;8838;9418;1;0
7866;2020-May-14 0:00:00;92;5848;0;0;3044;5557;0;1
7867;2019-Sep-24 20:30:00;81;7269;0;0;3952;9078;1;1
7868;2019-Oct-28 19:00:00;73;6746;0;0;11192;8521;0;0
7869;2019-Jun-30 19:30:00;23;4812;1;1;9122;5146;0;1
7870;2019-Nov-12 11:15:00;92;5137;1;1;13552;5372;1;1
7871;2019-Sep-19 21:15:00;46;5530;0;1;1237;5741;0;0
7872;2019-Aug-18 18:30:00;22;4876;0;0;5711;9535;0;1
7873;2019-Nov-14 12:45:00;84;6382;0;0;10401;9979;1;1
7874;2020-Feb-13 16:15:00;78;4045;1;1;8785;8758;1;1
7875;2020-Jan-29 17:00:00;78;6048;0;1;10801;9874;0;0
7876;2019-Apr-30 2:51:00;31;5294;0;0;8277;4523;1;1
7877;2019-Sep-3 4:30:01;97;9556;1;1;8718;4550;0;0
7878;2019-Apr-28 10:01:02;81;4300;0;0;3010;4488;1;1
7879;2019-Aug-15 11:00:00;46;8150;1;0;13965;7601;1;0
7880;2019-Aug-26 15:30:01;45;4185;1;1;5785;6412;1;1
7881;2019-Jul-1 9:45:00;90;5167;0;1;10250;6269;1;0
7882;2020-Jul-29 21:30:00;57;4213;0;1;12434;9676;1;1
7883;2020-Aug-1 10:45:00;35;6593;0;1;11273;6735;1;0
7884;2020-Jun-12 8:00:00;48;9300;0;1;5969;4047;1;1
7885;2020-Jul-11 10:45:00;82;7927;0;1;10300;5327;1;0
7886;2019-Dec-11 13:45:00;39;6358;0;1;1228;4375;1;0
7887;2019-Sep-6 20:00:00;70;6052;0;1;362;7844;0;1
7888;2019-Oct-31 15:15:00;5;6018;1;1;8893;7137;1;0
7889;2019-Oct-18 13:30:00;21;7161;0;1;4668;4846;0;1
7890;2019-Aug-8 14:30:00;19;6385;1;1;2438;7197;1;1
7891;2020-Jul-10 13:15:00;53;5296;0;1;8;7643;0;1
7892;2020-Jul-16 9:45:00;68;9377;0;0;13545;7288;0;0
7893;2020-Jan-19 11:15:00;81;4717;1;0;2589;9921;0;0
7894;2019-Oct-23 11:00:00;60;9190;1;1;13823;4730;1;1
7895;2019-May-3 19:32:01;61;8525;1;1;12790;6079;0;0
7896;2020-Aug-1 15:00:00;22;7544;1;0;3625;9655;0;0
7897;2019-Sep-28 11:45:00;56;7097;0;1;4320;5013;1;0
7898;2020-Mar-25 17:00:00;67;5158;0;1;8033;5586;1;0
7899;2020-Mar-28 13:15:00;54;8372;1;0;12078;7778;0;1
7900;2020-Jul-31 10:45:00;41;7202;1;0;3706;6964;1;0
7901;2019-Apr-24 12:02:01;99;5724;0;0;7933;5627;1;1
7902;2019-Dec-2 13:30:01;33;5780;1;0;995;4695;0;0
7903;2020-Jun-3 12:45:00;73;9588;1;1;13281;5998;0;1
7904;2020-Jun-5 16:45:00;20;6951;0;1;3075;8441;0;0
7905;2020-Jan-31 15:45:00;19;8427;1;0;11780;8264;0;1
7906;2019-Nov-28 16:15:00;15;9164;1;0;8088;6868;1;0
7907;2019-Aug-28 3:00:00;44;7823;0;0;7944;9486;0;0
7908;2019-Apr-3 7:46:03;37;7563;0;0;12690;8490;0;0
7909;2020-Mar-17 21:00:00;70;7953;0;1;4920;5337;1;0
7910;2019-Jul-22 14:00:00;4;4881;0;0;5145;9125;0;1
7911;2020-Feb-23 9:00:00;24;4323;0;0;12381;7628;1;0
7912;2019-Oct-26 8:15:00;71;5908;1;1;341;9156;0;0
7913;2019-May-10 12:46:03;47;8340;1;0;6259;8818;0;1
7914;2020-Jul-14 5:45:00;96;9697;0;1;7518;7627;1;0
7915;2019-Nov-29 9:00:00;67;5963;0;1;13222;7299;1;0
7916;2019-Jun-17 9:30:00;78;4767;1;0;6541;9708;0;0
7917;2019-Nov-3 10:45:00;89;7574;1;1;572;5623;1;1
7918;2019-Aug-12 3:00:00;53;9441;0;0;10921;5699;0;1
7919;2020-Jan-6 20:00:00;96;9596;1;0;8920;7601;1;1
7920;2019-Nov-11 9:00:01;100;9104;1;1;9478;9374;1;0
7921;2019-Apr-5 10:22:05;53;4209;0;1;558;6026;0;0
7922;2020-Jan-25 13:15:00;55;6022;0;1;7649;4498;1;0
7923;2020-Jun-10 5:15:00;76;6242;0;1;10739;5566;1;0
7924;2019-Sep-15 7:45:00;43;8637;0;1;4777;9324;0;0
7925;2019-Sep-10 19:30:00;70;7395;0;1;11609;8210;1;1
7926;2019-Nov-11 9:45:00;35;5936;0;1;5799;7547;0;1
7927;2020-Feb-26 7:15:00;73;8106;0;1;10354;5846;1;0
7928;2019-Nov-28 7:30:05;55;5772;0;0;7857;9025;1;1
7929;2020-Feb-23 9:15:00;26;5489;1;0;14348;8070;1;1
7930;2020-May-31 11:15:00;66;4924;1;1;487;7277;1;0
7931;2020-Apr-9 19:00:00;39;9501;0;0;3553;6132;1;0
7932;2019-Oct-3 18:00:00;91;9987;1;1;2372;7063;1;0
7933;2019-Jul-30 3:30:00;74;6336;0;0;3239;5480;0;0
7934;2019-Dec-21 19:15:00;70;6959;0;1;10599;4694;1;1
7935;2020-Mar-3 4:30:00;51;9988;1;1;8398;6825;1;0
7936;2020-Feb-2 13:30:00;43;9670;0;1;1314;9931;0;0
7937;2019-May-8 10:16:05;52;5996;1;0;11732;5370;0;1
